Data,Label,,,,,,,,,,,,,,,,,,,,,,,,
সংসারে যে নারী রাতদিন খেটেই যাচ্ছে তার একটু আরামের জায়গা হতে পারে বিউটি পার্লার। ,1,,,,,,,,,,,,,,,,,,,,,,,,
"রক্তপাত বন্ধ করতে, শরীরের কোনো অবাঞ্ছিত অংশের বৃদ্ধি বন্ধ করতে কিংবা অ্যান্টিবায়োটিক খুঁজে পাওয়া না গেলে ইনফেকশন রোধে কটারাইজেশন করা হয়।",0,,,,,,,,,,,,,,,,,,,,,,,,
দৌলদিয়া ঘাটের মহিলা।,2,,,,,,,,,,,,,,,,,,,,,,,,
কারণ হতবুদ্ধিতায় তাদের সকল শক্তি বিমূঢ় হয়ে পড়ে।,0,,,,,,,,,,,,,,,,,,,,,,,,
"নারী গৃহে কাজ করে বলেই পুরুষেরা বাইরে শ্রম দিতে পারেন। তাই নারীরা যখন গৃহের বাইরে শ্রম দেবেন, তখন নারীর সাথে সমন্বয় করে সুযোগ-সুবিধামতো পুরুষকেও গৃহস্থালি কাজে শ্রম দিতে হবে।",1,,,,,,,,,,,,,,,,,,,,,,,,
দুনিয়াতে এত এত সুন্দর পোশাক রেখে কি যে পরেন আপনারা।।!!,2,,,,,,,,,,,,,,,,,,,,,,,,
"কোনো হাতের কাজ শিখুন যেটা আপনার জন্য সহজ হবে,",0,,,,,,,,,,,,,,,,,,,,,,,,
 বাবা-মায়েদের বুঝতে হবে হবে যে কন্যা শিশু হলে মুখে দাগ বাড়তি ইস্যু নয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
"তাদের মধ্যে কালো রং-এর দলিত নারীদেরকে সবচেয়ে বেশি শোষণ, বঞ্চনা এবং অবহেলা সহ্য করতে হয়।",1,,,,,,,,,,,,,,,,,,,,,,,,
সবাই কে একসঙ্গে দেখে বেশ ভালো লাগছে,0,,,,,,,,,,,,,,,,,,,,,,,,
সমাজে নারীদের নিয়ে নানা মতবাদ প্রচলিত রয়েছে। যেগুলি কুসংস্কার যুক্ত ও আধুনিক বিজ্ঞানসম্মত নয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
তাই টাকা-পয়সা নিয়ে তাকে কখনোই তেমন ভাবতে হয়নি।,0,,,,,,,,,,,,,,,,,,,,,,,,
"এই গণবিলুপ্তিগুলো ঘটেছে মূলত বিভিন্ন প্রাকৃতিক কারণেই; যেমন উল্কাপাত, আগ্নেয়গিরি, চরমভাবাপন্ন আবহাওয়া কিংবা সমুদ্রপৃষ্ঠের উচ্চতার ওঠানামা।",0,,,,,,,,,,,,,,,,,,,,,,,,
 স্বামীর পরিবারের অন্য সদস্যরাও মেয়ের মানসিক নির্যাতন করে।,1,,,,,,,,,,,,,,,,,,,,,,,,
"সমাজের একটা বড় অংশ এখনও মনে করেন, একজন মেয়ের ‘ঋতুস্রাব’ হওয়া মানে সে অশুচি, অ-পবিত্র!",1,,,,,,,,,,,,,,,,,,,,,,,,
নারী অফিসারদের কর্মক্ষেত্রে মানুষ পুরুষ অফিসারদের তুলনায় কম ভয় পায় এবং তারা এখানেও পারসিকিউটেড,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে পড়ালেখা করে ডাক্তার হয়ে জামাইকে ছেড়ে দিসে।,2,,,,,,,,,,,,,,,,,,,,,,,,
 অনেকে নারী রাইডারের বাইক চালনায় আস্থা রাখেন এবং তাদেরই প্রাধান্য দেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েদের  বাইরে যেতে না দেয়ার কারণ হিসেবে অনেকেই বলেন গায়ের রঙ কালো হয়ে যাবে।,1,,,,,,,,,,,,,,,,,,,,,,,,
চলচ্চিত্র জগতের যতগুলো মেয়ে আছে হয়তো শহর মধ্যে পাঁচটা মেয়ে ভাল পাবেন r95 টামে এরকম থাকবে কেননা আমাদের দেহের প্রতি কোনো সম্মান নেই ওদের কোন ইজ্জত নেই যদি থাকত তাহলে আজ এরকম ছোট ছোট কাপড় পিনদে শুটিং করতো না আর আজ এরকম ছোট ছোট কাপড় পিনদে ফেসবুকে ছবি গুলো পোস্ট করতো না,2,,,,,,,,,,,,,,,,,,,,,,,,
কুনিল তাই তার একখানা নাম দিলো।,0,,,,,,,,,,,,,,,,,,,,,,,,
মা চাকরী করলে সন্তানদের ভবিষ্যত অন্ধকার।,2,,,,,,,,,,,,,,,,,,,,,,,,
"নারীবাদ হলো এক ধরনের ক্যান্সার । এ রোগ থেকে আমাদের প্রনপ্রিয় মা,বোন,বিবি ও কন্যাদের রক্ষা করবো ।",2,,,,,,,,,,,,,,,,,,,,,,,,
"আমাদের দেশের মেয়েদের এখনো খেলাধুলায় সুযোগ-সুবিধার অভাব রয়েছে, পাশাপাশি রয়েছে বৈষম্য",1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েদের রাগ ছেলেদের তুলনায় কম হয়,1,,,,,,,,,,,,,,,,,,,,,,,,
যারা লিটনের ফ্লাটে নেয় তারা বেশিরভাগ ট্যাবলেট খেয়ে যায় আর ঐসব মেয়েরা মনে করে এটাই স্বাভাবিক সময়সীমা।,2,,,,,,,,,,,,,,,,,,,,,,,,
"বলছি, দুজনের সমান সুযোগ পাওয়ার প্রয়োজনের কথা",0,,,,,,,,,,,,,,,,,,,,,,,,
গত বছর কেবল ইন্সটাগ্রামেই এ সংক্রান্ত প্রায় নয় লাখের মত পোষ্ট দেয়া হয়।,0,,,,,,,,,,,,,,,,,,,,,,,,
আকাম-কুকামের চেয়ে নিঃসন্দেহে ছাত্রীদের বিয়ে দিয়ে অতি উত্তম।,2,,,,,,,,,,,,,,,,,,,,,,,,
আর ১৬ বছর বয়সী কিশোর ওয়াল্ট ভর্তি হন ম্যাককিনলি হাই স্কুলে।,0,,,,,,,,,,,,,,,,,,,,,,,,
সেখান থেকে এমন ৯টি উপায় তুলে ধরা হল যেগুলো সেইসব মানুষের একাকীত্ব কাটিয়ে ওঠার ক্ষেত্রে কিছুটা হলেও কাজ করেছে।,0,,,,,,,,,,,,,,,,,,,,,,,,
বিয়ে প্রথা সেইসব নারীদের জন্য যারা বলিদান দিতে প্রস্তত।,2,,,,,,,,,,,,,,,,,,,,,,,,
নারীর নাম ব্যবহার করে পুরুষরা কৃষিঋণ তুললেও নারীদের কোনোরকম পরামর্শ তারা আমলে নেয় না।,1,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়েতীর আধুনিক সৌন্দর্যের ছবি ন্যায্য, মুক্ত এবং শক্তিশালী।",1,,,,,,,,,,,,,,,,,,,,,,,,
আমাদের সমাজে নারীর প্রতি ইতিবাচক দৃষ্টিভঙ্গি এখনো পুরোটা গড়ে ওঠেনি।,1,,,,,,,,,,,,,,,,,,,,,,,,
"তিনি বলেছেন,বহুদলীয় গণতন্ত্র প্রতিষ্ঠা সে সময় প্রয়োজন ছিল।",0,,,,,,,,,,,,,,,,,,,,,,,,
ডিভোর্সি মেয়ের থেকে বিধবা মেয়ে বিয়ে করা অনেক উত্তম।,2,,,,,,,,,,,,,,,,,,,,,,,,
শিক্ষিত ও চাকরিজীবী নারীরা স্বামীর হক নষ্ট করে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"দুঃখ জনক হলেও চরম সত্যি যে, চলনে বলনে, চিন্তা ভাবনায়, অধিকারে, সীমানার বাইরে চলে গিয়ে নারী যখন অভিশপ্ত হয়ে পড়ে। তখন প্রকৃতির এমন নির্মম পরিহাস এর শিকার হতে হয়।",2,,,,,,,,,,,,,,,,,,,,,,,,
"যখন নারীর ক্ষমতায়নের প্রসঙ্গটি আসে তখন দেখি বিশ্বের বেশিরভাগ ক্ষেত্রে, নারীরা প্রায়শই সুবিধাবঞ্চিত হয়, এমনকি সক্রিয়ভাবে বৈষম্যের শিকার হয়",1,,,,,,,,,,,,,,,,,,,,,,,,
নারীর ক্ষমতায়নে রাষ্ট্রকে এগিয়ে আসতে হবে।,1,,,,,,,,,,,,,,,,,,,,,,,,
পরিবার থেকেই নারী শিক্ষাকে নিরুৎসাহিক করা হয়েছে বহু বছর।,1,,,,,,,,,,,,,,,,,,,,,,,,
আধুনিক হতে হতে ব্লাউজ হারিয়ে গেছে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"টাঙ্গাইল যৌনপল্লিতে কিছু মহিলা নিবে ভালো বেতনে ,চলে যান ওখানে",2,,,,,,,,,,,,,,,,,,,,,,,,
"আমাদের দেশসহ বিশ্বের প্রায় দেশে নারীদের অগ্রগতিকে খামচে ধরে আছে যৌন হয়রানি, যৌতুক প্রথা, বাল্যবিয়ের মতো সামাজিক ব্যাধিগুলো।",1,,,,,,,,,,,,,,,,,,,,,,,,
